n	R (ref)	uL	uR	sensor 0	sensor 1	sensor 2	sensor 3	sensor 4	sensor 5	error
1902.0	996.100419237	-400.0	400.0	0.0	589.0	831.0	5.0	0.0	0.0	-915.0
1903.0	901.767660903	-400.0	400.0	0.0	240.0	1000.0	113.0	0.0	0.0	-594.0
1904.0	692.566317136	-385.0	385.0	0.0	77.0	653.0	464.0	0.0	0.0	-176.0
1905.0	394.98438183	-171.0	171.0	0.0	0.0	158.0	1000.0	79.0	0.0	436.0
1906.0	46.8554008171	116.0	-116.0	0.0	0.0	45.0	702.0	376.0	0.0	848.0
1907.0	-307.433015704	346.0	-346.0	0.0	0.0	0.0	286.0	904.0	47.0	1259.0
1908.0	-622.591124563	400.0	-400.0	0.0	0.0	0.0	183.0	1000.0	57.0	1398.0
1909.0	-858.220822104	400.0	-400.0	0.0	0.0	0.0	172.0	1000.0	47.0	1353.0
1910.0	-984.009625651	400.0	-400.0	0.0	0.0	0.0	291.0	908.0	47.0	1257.0
1911.0	-983.655172195	400.0	-400.0	0.0	0.0	0.0	648.0	428.0	9.0	897.0
1912.0	-857.009051925	400.0	-400.0	0.0	0.0	102.0	1000.0	79.0	0.0	480.0
1913.0	-620.154256835	330.0	-330.0	0.0	0.0	540.0	697.0	0.0	0.0	63.0
1914.0	-303.394512838	109.0	-109.0	6.0	85.0	1000.0	237.0	0.0	0.0	-386.0
1915.0	52.5973950473	-131.0	131.0	0.0	403.0	938.0	54.0	0.0	0.0	-751.0
1916.0	401.986131488	-345.0	345.0	0.0	992.0	484.0	0.0	0.0	0.0	-1173.0
1917.0	699.670822415	-400.0	400.0	0.0	1000.0	219.0	5.0	0.0	0.0	-1321.0
1918.0	907.114546787	-400.0	400.0	58.0	1000.0	326.0	0.0	0.0	0.0	-1307.0
1919.0	997.351926409	-400.0	400.0	0.0	821.0	596.0	5.0	0.0	0.0	-1080.0
1920.0	958.521789017	-400.0	400.0	0.0	317.0	1000.0	54.0	0.0	0.0	-692.0
1921.0	795.458673527	-400.0	400.0	0.0	77.0	943.0	297.0	0.0	0.0	-333.0
1922.0	529.125686461	-258.0	258.0	0.0	0.0	377.0	827.0	35.0	0.0	186.0
1923.0	193.950136177	-2.0	2.0	0.0	0.0	102.0	935.0	162.0	0.0	550.0
1924.0	-166.603539154	214.0	-214.0	0.0	0.0	0.0	475.0	603.0	0.0	1059.0
1925.0	-505.657373378	400.0	-400.0	0.0	0.0	0.0	232.0	992.0	47.0	1310.0
1926.0	-779.014146477	400.0	-400.0	0.0	0.0	0.0	227.0	1000.0	47.0	1314.0
1927.0	-950.930232265	400.0	-400.0	0.0	0.0	0.0	297.0	908.0	4.0	1253.0
1928.0	-998.811587682	400.0	-400.0	0.0	0.0	0.0	643.0	424.0	0.0	897.0
1929.0	-916.2131351	400.0	-400.0	0.0	0.0	102.0	1000.0	119.0	0.0	513.0
1930.0	-713.739602276	367.0	-367.0	6.0	7.0	438.0	767.0	0.0	4.0	136.0
1931.0	-417.718017464	165.0	-165.0	0.0	69.0	1000.0	227.0	0.0	0.0	-379.0
1932.0	-66.803304642	-93.0	93.0	0.0	403.0	943.0	54.0	0.0	0.0	-750.0
1933.0	293.049272329	-312.0	312.0	6.0	1000.0	494.0	10.0	3.0	4.0	-1170.0
1934.0	614.59364853	-400.0	400.0	0.0	1000.0	265.0	0.0	0.0	0.0	-1291.0
